FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG03127	HG03127	0.037202	0.00633782	0.000855145	0.0009719	-0.000361327	-0.00275315	0.00718435	-0.00770209	-0.0060232	-0.0159741
HG03129	HG03129	0.0355233	0.00506267	0.00294548	-0.00328179	0.00139162	-0.00682308	-0.0132999	0.00569334	-0.0248662	0.0151133
HG03130	HG03130	0.0342491	0.00533356	0.00689556	-0.00122556	0.00363876	-0.000751423	0.0039287	-0.00810567	0.00852123	-0.0082538
HG03132	HG03132	0.0350246	0.00475532	0.00156507	0.0046501	-0.0187119	-0.00487522	-0.00233454	-0.00411617	-0.00281898	0.0146125
HG03133	HG03133	0.0356081	0.00455907	-0.00127659	0.00347746	-0.0173437	-0.00826498	0.000729253	0.0166883	-0.00217225	-0.00679271
HG03135	HG03135	0.0345496	0.00258862	-0.000248766	-0.00176587	-0.033075	0.00282723	-0.0043154	0.00810499	0.00806338	0.00544169
HG03136	HG03136	0.0335426	0.00603102	0.00162783	-9.8564e-05	-0.0163545	-0.00664247	-0.0116176	0.0156248	-0.00529548	-0.0047956
HG03139	HG03139	0.0339715	0.00668148	0.00138305	0.00348732	0.0155071	-0.00505037	0.00537062	0.0149891	-0.00755479	-0.0113202
HG03157	HG03157	0.0345409	0.0067556	-0.00233025	-3.82617e-05	-0.0077039	0.021307	0.00742116	-0.00389848	0.028327	0.00619441
HG03159	HG03159	0.0332278	0.00629887	-0.00106583	0.00383318	0.0164927	-0.0122232	6.29285e-05	-0.00767174	-0.0154482	0.0159122
HG03160	HG03160	0.0349157	0.00613768	-0.00342129	0.00180534	0.00689301	-0.00340996	-0.0155997	0.00733097	-0.00453826	0.00195283
HG03162	HG03162	0.0349761	0.0050945	0.00455044	-0.00262715	-0.000962998	-0.0104567	-0.0126302	0.0114657	-0.0118419	0.00999574
HG03163	HG03163	0.03436	0.00577144	0.00418683	-0.000690725	-0.00248145	-0.00974207	-0.00593124	0.0036324	-0.00909389	0.0118107
HG03166	HG03166	0.0347443	0.00689147	0.00323215	-0.00202606	-0.0207285	-0.00235443	-0.0133518	0.00588419	0.0236507	-0.0144478
HG03168	HG03168	0.0365661	0.00389519	-0.00121762	-0.0026452	0.0270587	0.00857073	-0.00260101	0.00664307	0.0196114	-0.00991977
HG03169	HG03169	0.0359165	0.00519764	0.00349451	-0.0033562	0.00344622	-0.00134292	-0.00897224	0.00484962	-0.00308772	0.00701663
HG03172	HG03172	0.0338445	0.00568064	-0.0014998	0.00496364	0.0396473	-0.00469514	0.00276108	0.0136074	0.00476575	0.0037488
HG03175	HG03175	0.0333961	0.00528239	-0.00435437	0.00280878	0.0318042	0.0072552	0.0135283	-0.0127592	0.0176389	-0.0205394
HG03189	HG03189	0.0358826	0.00516666	-0.003649	-0.00119693	0.00763739	-0.012892	-0.00797614	-0.00258818	-0.0138207	0.00539589
HG03190	HG03190	0.0330056	0.0052505	0.00503122	-0.0026163	0.0018445	0.0110767	-0.0219057	0.00185675	0.00384428	0.00886729
HG03193	HG03193	0.0351221	0.00646787	0.00302239	-0.00643272	-0.0121879	-0.000853484	-0.0173184	0.0100959	-0.0116519	0.0124118
HG03195	HG03195	0.0356765	0.00544001	0.000464263	-0.00107343	0.0411747	-0.0091836	-0.000978136	0.00490558	-0.0118703	0.0012254
HG03196	HG03196	0.0342683	0.00715475	0.00491501	-0.00112691	-0.0149117	-0.016392	0.000404516	0.000553797	-0.0100937	0.0103418
HG03198	HG03198	0.03225	0.00601301	0.00039427	-0.00296477	0.000929377	0.00327469	0.0129544	0.011431	0.0199072	0.00816025
HG03199	HG03199	0.0353707	0.00594831	-0.00194253	-0.00598391	0.0150821	-0.00331113	-0.0020209	-0.0157813	-0.0182875	0.0142618
HG03202	HG03202	0.0341219	0.00709093	-0.000521458	0.00425034	-0.00845858	-0.00514213	-0.00288776	0.00707854	-0.030018	-0.00658229
HG03209	HG03209	0.0354466	0.00506626	0.00194283	0.00492512	-0.00798758	0.0103206	0.00711196	0.0162203	-0.00664471	-0.00866751
HG03212	HG03212	0.0346952	0.00556753	-0.00109589	-0.00151465	0.0167935	0.00399274	0.0123459	-0.00772084	-5.51924e-05	0.0112968
HG03224	HG03224	0.0356547	0.00585025	0.00262361	0.000995738	-0.0217008	0.015977	-0.0130391	0.0066841	0.0176397	-0.0148754
HG03225	HG03225	0.0333633	0.00294396	-0.000469163	-0.000594838	0.0161797	-0.00660276	-0.00761024	-0.008377	0.0017161	-0.00282107
HG03228	HG03228	-0.0109467	-0.00952854	-0.0248659	0.0113011	-0.0297202	-0.0113433	-0.0423728	-0.0389441	-0.0210551	0.00951916
HG03229	HG03229	-0.00768764	-0.00876535	-0.0258104	0.0112911	-0.00646131	-0.0150146	-0.0134795	-0.0264957	-0.0360256	0.0105408
HG03234	HG03234	-0.00763127	-0.0126468	-0.0268255	0.0178351	0.0191834	0.01897	0.00871229	0.00222139	-0.0110992	0.0417771
HG03235	HG03235	-0.00801719	-0.0139269	-0.0266426	0.00639246	0.000172766	-0.0186627	-0.0056912	0.0238097	-0.00371338	0.0475314
HG03237	HG03237	-0.00695158	-0.0111894	-0.0338669	0.00796501	0.0102049	0.000933727	0.00907056	0.00126796	0.00863384	-0.00165112
HG03238	HG03238	-0.0104957	-0.0145164	-0.0186157	0.0062253	0.0048917	-0.0137341	-0.00939862	0.0154723	-0.0216839	-0.0112601
HG03240	HG03240	0.03264	0.00376791	-0.00105362	0.00491314	-0.00759024	0.00716736	-0.013224	-0.00850577	-0.0131419	0.000545111
HG03241	HG03241	0.0337552	0.00625922	-0.000168364	0.000397452	-0.00388113	0.00447525	0.0182601	0.0142048	0.0109833	-0.00823186
HG03246	HG03246	0.0349598	0.00541247	0.00500507	-0.000378182	-0.00425789	-0.00118306	0.000759436	0.0268241	0.0104476	-0.0100249
HG03247	HG03247	0.033706	0.00469287	0.00100238	0.000953714	-0.0130259	0.00902404	-0.0156766	-0.0124766	0.0313511	-0.0215148
HG03258	HG03258	0.0351849	0.00711097	-0.00232216	0.00125381	0.0292968	0.0142619	0.00875754	0.0122738	0.0225603	-0.0125446
HG03259	HG03259	0.0324609	0.00594929	0.000191493	0.003438	0.0117555	0.0268717	0.000483376	0.0147401	0.00598363	-0.00987306
HG03265	HG03265	0.0348655	0.00430075	0.00303363	-0.00255588	-0.0282097	-0.00448506	-0.00851691	0.00223105	-0.00930307	0.0250441
HG03267	HG03267	0.0333746	0.00659496	-0.000542419	0.000189166	0.00707446	-0.0208255	-0.0119897	0.00477166	-0.0222943	-0.00511857
HG03268	HG03268	0.034763	0.006675	0.00277297	-0.0023891	-0.0133676	0.00129667	-0.00724382	0.00439826	0.0187463	0.0150823
HG03270	HG03270	0.0361763	0.00505479	-0.00216888	-8.90624e-05	0.00354206	-0.0165562	0.00687702	0.00870984	-0.0273289	0.009861
HG03271	HG03271	0.0341362	0.00485794	0.00172803	-0.000391381	0.0172253	0.00875567	-0.0119901	0.0121892	0.0158899	-0.00442847
HG03279	HG03279	0.0361116	0.0062881	0.00103131	-0.00310592	-0.00228138	-0.00574625	0.0011448	-0.0192398	-0.00584165	-0.0202256
HG03280	HG03280	0.0366618	0.00709384	0.00329987	0.000934757	-0.0117296	0.00214323	0.00134199	0.0112806	-0.00230426	-0.00020034
HG03291	HG03291	0.034997	0.0055614	-0.00467034	-0.000778648	-0.0183433	0.00470701	-0.00834294	0.00123896	-0.0127677	0.012506
HG03294	HG03294	0.0334225	0.00516328	0.00171178	0.000677941	-0.0113689	-0.00938851	-0.00359914	0.00481419	0.000534042	0.00800321
HG03295	HG03295	0.0346157	0.00611131	-0.00247143	0.0019303	-0.0122077	-0.0120899	0.0040227	-0.0265983	-0.0148069	-0.00751203
HG03297	HG03297	0.0366581	0.004936	-0.00464731	0.0032878	0.00444309	-0.00286489	0.0100593	-0.0160493	-0.0212814	0.015906
HG03298	HG03298	0.035378	0.00528634	0.00121783	0.00132006	0.0219939	-0.00491439	-0.00135822	5.18857e-05	-0.0107671	-0.0101606
HG03300	HG03300	0.0335543	0.00511319	-0.00152628	-1.05113e-05	0.0226069	0.0120431	-0.00542504	0.00628255	0.00318878	0.00190075
HG03301	HG03301	0.0344165	0.00718927	-0.003542	0.00136771	0.00851167	-0.0145095	0.00567242	0.0202502	-0.00272307	0.0252751
HG03303	HG03303	0.0345194	0.00568147	-0.00274035	-0.00361317	0.0184343	-0.0211471	0.00133571	0.0245125	-0.0239746	0.0212004
HG03304	HG03304	0.0351486	0.00195589	-0.000859749	-0.00188035	0.0114199	-0.0303534	-0.0122061	0.0331013	-0.0237706	0.0209774
HG03311	HG03311	0.0349261	0.0047327	-0.00176136	0.00261166	-0.00864764	0.00081668	-0.0176209	0.0206147	0.00440603	0.008655
HG03313	HG03313	0.0352486	0.00803668	0.000360079	-0.00427565	0.00740173	0.00801971	-0.00199816	0.0189432	-0.00142239	-0.00485873
HG03342	HG03342	0.0349329	0.00579103	0.00106701	0.00187427	-0.0275197	0.00494936	0.0039067	-0.0201998	0.00722561	0.00480607
HG03343	HG03343	0.0345282	0.007031	0.00140039	0.000273613	0.00327772	-0.00632449	0.00532432	-0.00583606	-0.00462648	0.0079962
HG03351	HG03351	0.0355886	0.00515581	0.00106247	0.000452399	0.00360993	-0.0218125	0.0131754	-0.00616749	0.00982939	0.010544
HG03352	HG03352	0.0363341	0.00698111	-0.00296241	0.00375752	0.0106975	-0.00375649	-0.0134661	0.0214915	-0.00877929	0.00723398
HG03354	HG03354	0.0352551	0.00595325	0.000646864	-0.00260976	0.00700087	-0.00988482	-0.00625045	-0.0141236	-0.0200738	-0.0188067
HG03363	HG03363	0.0344924	0.00462913	0.00255281	-0.00190705	-0.00611307	-0.0107258	-0.00792222	-0.000605303	-0.018862	-0.00547895
HG03366	HG03366	0.0359388	0.00629667	-0.00150301	0.00310736	0.015527	-0.0116563	-0.00755574	0.0343938	-0.00884664	-0.00316028
HG03367	HG03367	0.0347245	0.00649197	-0.00105038	0.00406672	0.0149055	-0.0249258	0.0220526	-0.00836116	-0.0200765	-0.00306724
HG03369	HG03369	0.0342495	0.00653872	-0.00034869	0.00101141	0.00698628	-0.00788733	0.0250834	-0.00335669	-0.0161549	0.0115688
HG03370	HG03370	0.0350801	0.00558814	0.0028387	0.00417314	0.0100683	-0.0072872	-0.00279762	0.0385996	-0.0152063	0.0196207
HG03372	HG03372	0.0349245	0.00587988	-0.00375859	-0.00139804	0.0215507	-0.0109409	0.00940794	0.0227098	0.00342197	0.023513
HG03376	HG03376	0.0334091	0.00535556	0.00108932	-0.00437793	-0.00639065	0.00103266	-0.00844257	0.00365517	-0.0089644	-0.00499012
HG03378	HG03378	0.035837	0.00549321	-0.00124312	-0.00076004	0.00586715	-0.00691789	-0.000767724	0.0067421	0.00610649	-0.00141732
HG03380	HG03380	0.0331166	0.0061427	-0.00153586	0.00807007	-0.000619544	0.0037016	-0.0114472	-0.00142274	0.0124189	-0.012809
HG03382	HG03382	0.034966	0.00510326	-0.000485157	-0.00018071	-0.00453381	0.00177915	-0.00675618	0.00500984	0.00214916	0.0024587
HG03385	HG03385	0.0351909	0.00588411	-0.0045839	0.00420483	-0.00688685	-0.00944574	-0.000258976	0.00338799	0.00636776	-0.00477421
HG03388	HG03388	0.0342367	0.00634447	0.00209655	0.00122716	0.00108685	0.012698	-0.00525129	-0.00843458	0.0107246	-0.0107281
HG03391	HG03391	0.035042	0.00677213	-0.000507739	0.00710804	0.0172618	0.00550814	0.00368888	0.000704605	0.0115133	-0.000291208
HG03394	HG03394	0.0347519	0.00548435	-0.000409795	0.00252514	0.0210989	-0.00639651	0.00866582	0.0295383	-0.0100804	-0.0138876
HG03397	HG03397	0.0346801	0.00498307	0.0043676	0.00141762	0.0271457	0.0131461	-0.00912401	-0.00763242	0.0113436	0.00302724
HG03401	HG03401	0.0351634	0.00892411	0.000362424	-0.0015003	-0.0223221	0.00632003	-0.00206162	0.00984356	0.0185396	-0.00481035
HG03410	HG03410	0.0352395	0.00570288	-0.00176267	-0.000799608	0.0212193	0.0208189	0.00359639	0.00573146	0.0169201	0.0054095
HG03419	HG03419	0.0332112	0.00768915	-0.00213034	0.00280054	0.0142673	-0.00761848	0.000850739	0.00631217	-0.0159957	-0.00221228
HG03428	HG03428	0.0341261	0.00523852	0.000995201	0.00105822	-0.014571	0.00365473	-0.00849298	-0.00994528	0.00555753	0.00468548
HG03432	HG03432	0.0348484	0.00694286	-0.00339029	0.00177089	0.00137567	0.00555764	0.00151178	0.0250856	0.0189492	0.00578174
HG03433	HG03433	0.0342067	0.00491721	0.00138906	-0.00119383	0.0105365	0.0256945	-0.00291745	-0.014111	0.0037075	-0.0157509
HG03436	HG03436	0.0336347	0.00456504	0.00237163	0.00401697	-0.00258239	0.00183201	-0.00152554	0.00803186	0.0041709	-0.0187132
HG03437	HG03437	0.0332309	0.0062865	-0.00356755	0.0016444	0.00495443	-0.00420744	-0.00167828	0.0145256	0.0022653	-0.00363646
HG03439	HG03439	0.0346737	0.00640607	-0.00064484	-0.00290645	0.00202721	0.0134672	-0.00883033	0.00136177	-0.00136643	-0.018317
HG03442	HG03442	0.0345629	0.00782042	-0.000890462	0.00116345	0.0230174	-0.00205175	0.0073451	0.0143996	0.00514514	0.000866385
HG03445	HG03445	0.0345174	0.00689849	-0.00333079	-0.00249858	0.00686136	-0.000817104	0.00738818	-0.00330038	-0.019128	-0.0051707
HG03446	HG03446	0.0331947	0.00536921	0.00157471	-0.00649077	0.00566114	0.00686273	0.00713492	-0.0131016	-0.00152655	0.0126531
HG03449	HG03449	0.0359129	0.0049213	-0.000432757	0.00353818	0.000785708	0.00915864	0.00833591	0.0125853	0.0194467	0.00616811
HG03451	HG03451	0.0335987	0.00516323	0.0030269	-0.00433782	-0.0196777	0.00438894	-0.0107627	-0.0139491	0.0109866	-0.00376197
HG03452	HG03452	0.0365615	0.00556434	0.000272111	-0.000235493	-0.00319929	0.00641806	0.00626596	-0.0033807	-0.0132658	0.00758624
HG03455	HG03455	0.0350639	0.0058701	-0.00241025	0.00321948	0.0148156	-0.00702916	0.0145423	0.0189492	-0.0020591	-0.00564092
HG03457	HG03457	0.0336478	0.00489202	-0.000277812	0.000465532	0.0136948	-0.000444118	-0.00290564	-0.0279358	-0.0219745	0.00170181
HG03458	HG03458	0.0334837	0.00624971	0.00010187	-0.000220314	-0.0110076	0.0103095	-0.018821	0.00843421	0.0204487	0.00404239
HG03460	HG03460	0.0342469	0.00350926	-0.000884922	0.00469591	0.0080997	0.00719062	-0.00911154	0.0198801	0.0439396	-0.0109359
HG03461	HG03461	0.0363323	0.00591391	0.00262473	-2.30502e-05	-0.0181103	0.0128189	-0.0240228	0.00234222	0.0206571	-0.0110384
HG03464	HG03464	0.0365623	0.00537929	-0.00093146	-0.000753976	-0.00608931	0.0147171	0.00930249	-0.0095593	-0.0030604	-0.0151848
HG03469	HG03469	0.0348708	0.00511544	-0.00159238	-0.00188596	0.00453694	0.00276223	0.00679882	0.00288311	0.0187113	0.0033855
HG03470	HG03470	0.0337162	0.0061405	-0.000185356	-0.00300101	0.00218527	0.00553653	0.00734739	-0.00533901	-0.0262878	-0.0108224
HG03472	HG03472	0.0335308	0.00578755	0.00135066	-0.00742703	-0.0144829	0.0186964	-0.0133837	0.000547646	0.0231366	-0.00627715
HG03473	HG03473	0.0333547	0.00420359	-0.00199777	-0.00538065	-0.000445782	0.0015539	-0.00983959	-0.00190483	-0.0110391	0.00259669
HG03476	HG03476	0.0354241	0.0062798	-0.00243066	0.000977142	0.00571854	0.00749145	0.00341291	-0.00604367	0.00805171	-0.0154066
HG03478	HG03478	0.0317304	0.00278896	0.00186518	-0.00314549	-0.0149778	0.0330038	-0.00064131	-0.0138332	0.0431428	-0.0132177
HG03479	HG03479	0.0328996	0.00571839	-0.00160492	-0.0040524	0.017647	0.0173473	-0.00838206	-0.00344291	0.0205348	0.00524115
HG03484	HG03484	0.0336579	0.00524823	0.00225207	0.00191306	-0.00141915	0.00403692	0.00484301	0.00517269	-0.00705601	0.010733
HG03485	HG03485	0.0353594	0.00683742	-0.000193294	-3.91236e-06	0.0122955	0.00568229	-0.00333772	-0.00386423	0.00306866	-0.00107212
HG03488	HG03488	-0.00929616	-0.00981551	-0.018581	0.0072578	-0.0301451	-0.0222299	-0.021901	0.0199243	0.00118738	0.0223377
HG03490	HG03490	-0.00786266	-0.0140867	-0.0257629	0.0160353	0.0657259	0.00039844	0.0216904	0.0117244	0.00687657	-0.00781578
HG03491	HG03491	-0.00981402	-0.0142855	-0.0228898	0.0143583	0.00453664	-0.013441	-0.0363356	0.0434261	-0.0131045	0.0406443
HG03499	HG03499	0.0338966	0.00533201	0.00480782	0.00334354	-0.00229181	0.00557248	-0.00176795	0.00260317	0.00610024	0.00729526
HG03511	HG03511	0.035187	0.00405321	-0.000622845	0.00606933	-0.0109447	0.00531168	-0.0202382	0.000568382	-0.0112295	-0.0046266
HG03514	HG03514	0.0343721	0.00384851	-2.68827e-05	0.00352028	0.00886523	-0.0244999	-0.00891255	0.0188379	-0.0159131	0.00283853
HG03515	HG03515	0.03307	0.0065907	-0.00105815	-0.00182629	-0.0158412	0.0136985	-0.0249715	-0.00120003	0.0173677	-0.0041799
HG03517	HG03517	0.035182	0.00405293	-0.00143852	0.00214448	-0.0135944	-0.00284165	-0.0117936	-0.0251151	-0.00569021	0.0205291
HG03518	HG03518	0.0350504	0.00760832	5.11426e-05	-0.000121742	0.0064083	-0.00821479	-0.00829293	0.0271101	0.00352522	0.0120995
HG03520	HG03520	0.0355891	0.00558335	-0.00239156	0.00171005	-0.0114534	-0.0107927	0.00524097	6.45218e-05	-0.0191904	-0.00800205
HG03521	HG03521	0.0325145	0.00537846	0.00341161	-0.00104088	0.00723074	-0.00747227	-0.0123117	0.0297615	-0.0145961	0.0108739
HG03538	HG03538	0.0310333	0.00244798	0.000551785	-0.00255356	-0.0181909	0.00861688	-0.0102972	0.00913072	-0.0050739	-0.004436
HG03539	HG03539	0.0329042	0.00689722	-0.00363129	0.00152149	-0.0134048	-0.00124003	-0.00161641	-0.000254746	-0.00300773	-0.0193194
HG03547	HG03547	0.0344115	0.00825375	-0.00160512	0.00284952	0.019831	0.00200039	-0.0108278	0.00361965	-0.00246594	-0.0219712
HG03548	HG03548	0.0347333	0.00369098	-0.000416478	0.000682829	0.00947787	0.0141942	-0.00183901	-0.0134868	-0.00918805	-0.0182513
HG03556	HG03556	0.0338575	0.00497118	0.00326125	-0.00309748	0.00115834	0.0178877	0.0237013	-0.0217706	0.0240437	-0.00140539
HG03557	HG03557	0.0351117	0.00709396	-0.000709946	0.00234673	-0.00570307	0.0262426	0.0186516	-0.0369626	0.0116197	-0.0237545
HG03558	HG03558	0.0357517	0.00585002	0.000953996	0.000394629	-0.0106605	0.0093408	0.00228268	0.00671646	0.0134707	-0.00687739
HG03559	HG03559	0.0348016	0.00445347	0.00207906	-0.00263329	0.00947199	0.00444577	3.23105e-05	0.0121209	0.00921939	-0.00870294
HG03563	HG03563	0.0328739	0.00957876	0.00732897	0.00303415	-0.0193844	-0.00533067	0.00673421	0.00375668	-0.00237768	-0.0258665
HG03565	HG03565	0.0344778	0.00314852	0.00469016	0.000197628	-0.0054419	0.0130758	-0.00287072	0.0207769	0.0161646	0.00743791
HG03567	HG03567	0.0336442	0.00454997	0.00168771	0.00201175	0.00842797	-0.000983504	0.0078474	0.00360352	-0.0150012	-0.0203851
HG03571	HG03571	0.0344771	0.00672338	-0.000251201	-0.00364719	0.0152711	0.00656194	0.00512779	0.00421933	0.013191	-0.0200831
HG03572	HG03572	0.0333609	0.00495939	0.00239908	0.00085232	0.0339996	0.00116011	0.0115923	0.0233361	-0.00681972	-0.0135396
HG03575	HG03575	0.0345623	0.00615683	0.00327947	-0.00284666	-0.0164743	-0.00993161	-0.0036234	0.0151196	0.00780713	-0.019559
HG03577	HG03577	0.0358494	0.0074425	-0.000694878	-0.001969	-0.000153651	0.0106503	-0.00134797	0.0142735	0.0126358	-0.0133656
HG03578	HG03578	0.034999	0.00826667	-0.0034122	-0.00190925	0.00383226	0.0044348	0.0096476	-0.0322184	-0.00774628	-0.000371442
HG03583	HG03583	0.0362933	0.00575027	-0.00286796	0.0023278	0.0139878	-0.0141327	0.00518233	0.0086899	-0.0107356	0.0155602
HG03585	HG03585	-0.0118302	-0.00386565	-0.0330188	0.00688835	0.0331793	0.0292482	-0.0417596	-0.0265665	-0.00120296	-0.0180023
HG03589	HG03589	-0.0106058	-0.00632247	-0.0329869	0.00790225	-0.033138	0.00642326	-0.0128906	-0.00479857	-0.00540541	-0.000873588
HG03593	HG03593	-0.0112064	-0.00292729	-0.0239155	0.00843368	-0.02402	-0.00146555	-0.0345112	-0.0192808	0.00551135	-0.00993133
HG03594	HG03594	-0.0133718	-0.000861678	-0.0304335	0.0060412	-0.010927	0.00393768	-0.0206873	-0.0181906	0.0186289	-0.0104636
HG03595	HG03595	-0.0121004	-0.00509098	-0.0202275	0.0124337	-0.0275547	0.00809994	-0.0227979	0.00141399	0.00759016	0.0101277
HG03598	HG03598	-0.0113749	0.000388887	-0.0365391	0.0128229	-0.0490662	-0.0166959	-0.0225945	-0.00915537	-0.0159349	0.0197485
HG03600	HG03600	-0.010014	-0.00466393	-0.038556	0.0173546	0.00908387	0.0137676	-0.00762687	0.0061522	0.00716674	-0.00297745
HG03603	HG03603	-0.0131861	0.000532694	-0.0335806	0.00858566	0.0414068	-0.0151935	0.0312142	-0.0156369	-0.0187332	-0.0138073
HG03604	HG03604	-0.0120667	-0.00796222	-0.0290804	0.016168	-0.00539033	0.00466626	-0.0149292	-0.00350416	0.00805528	0.012095
HG03607	HG03607	-0.0103721	-0.00538096	-0.0392754	0.0086304	-0.00333441	-0.010599	-0.0236188	-0.0101392	0.00100607	-0.0151768
HG03611	HG03611	-0.0108757	-0.00704066	-0.0309265	0.020067	-0.0327242	-0.00781875	-0.0133915	-0.00274963	0.00856479	-0.0247343
HG03615	HG03615	-0.0116069	-0.00215164	-0.0309415	0.0137444	-0.0180603	0.0040536	-0.0181859	-0.0241818	0.0227486	0.025895
HG03616	HG03616	-0.0124075	-0.00343409	-0.0394918	0.0243499	0.0298296	0.00590828	-0.00958138	0.020604	-0.0231927	0.0102094
HG03619	HG03619	-0.00883787	-0.013654	-0.0160738	0.0172369	0.0147531	-0.0124423	0.016665	0.0050115	0.0127841	-0.00345097
HG03624	HG03624	-0.0111429	-0.0143844	-0.0264789	0.00794746	0.0287575	-0.0206416	0.0125389	0.0287489	-0.0361064	0.0360832
HG03625	HG03625	-0.00919311	-0.00586273	-0.0268975	0.00129019	0.00951605	0.0105306	0.00209943	0.0215638	-0.0113113	0.00676424
HG03629	HG03629	-0.00944379	-0.0081692	-0.0278182	0.0102495	-0.00180025	0.0106459	-0.0191761	0.0118475	0.00121493	0.00660985
HG03631	HG03631	-0.0117499	-0.00707331	-0.0319019	0.0149286	-0.028176	-0.0166342	-0.0425443	-0.0113642	0.00985847	-0.0122043
HG03634	HG03634	-0.00989042	-0.0130835	-0.0104873	0.00757334	-0.0261555	-0.00936086	-0.00678762	0.0142415	-0.000238662	0.00824277
HG03636	HG03636	-0.0114305	-0.0119143	-0.0254435	0.00430442	-0.00898678	0.00241714	0.0112833	-0.0265131	-0.00627302	0.007552
HG03640	HG03640	-0.00978129	-0.00528889	-0.0287375	0.0128328	-0.040141	-0.019778	-0.00865533	-0.00510589	-0.0157975	0.00432666
HG03642	HG03642	-0.0125749	-0.000488099	-0.0511811	0.0219929	0.0238951	0.0426495	-0.00601772	-0.0258443	0.00539404	-0.00221893
HG03643	HG03643	-0.0102949	-0.00598673	-0.0369733	0.0227057	0.0270775	-0.00580841	-0.00306911	0.0171964	-0.000463685	-0.0303989
HG03644	HG03644	-0.0106458	-0.00256149	-0.0309701	0.0106619	-0.0369883	-0.00140108	-0.012517	0.00677308	-0.0168986	0.0277802
HG03645	HG03645	-0.0110355	0.00354027	-0.0392931	0.004671	0.0037153	-0.0044539	0.00685787	0.00896913	-0.00498734	0.0154564
HG03646	HG03646	-0.0107325	-0.00440859	-0.0322639	0.0106241	-0.0150568	0.0130975	0.012702	0.00456179	0.00509419	0.0044977
HG03649	HG03649	-0.0101096	-0.0123393	-0.0170932	0.0081995	-0.0238477	0.00326392	0.0132529	-0.0203391	-0.018958	-0.0199542
HG03652	HG03652	-0.0104888	-0.00662836	-0.0326923	0.0184219	0.0168398	-0.0331718	-0.0268307	0.000668209	-0.00694334	-0.000417061
HG03653	HG03653	-0.0109752	-0.0104813	-0.0326478	0.022225	-0.0284883	-0.0142777	-0.0137112	-0.00419326	0.00236998	0.0543769
HG03660	HG03660	-0.010456	-0.0105502	-0.0286109	0.0175269	-0.0182343	0.0251588	-0.00396693	-0.0165264	0.0115769	-0.00272241
HG03663	HG03663	-0.0116436	-0.00542424	-0.0431999	0.0229957	0.0336356	-0.00334896	0.0369511	0.0222639	-0.00785429	0.00582654
HG03667	HG03667	-0.0093454	-0.00741586	-0.0280915	0.0201619	0.0112768	0.00670603	0.00517612	-0.0143471	-0.0497366	-0.0099692
HG03668	HG03668	-0.0090282	-0.0119681	-0.023516	0.0176294	0.00229372	-0.00156477	0.0193187	0.0267542	0.0274771	-0.0192056
HG03672	HG03672	-0.00923499	-0.00506998	-0.033217	0.0154212	-0.00119501	-0.00902838	-0.00349805	0.0239392	0.00499365	-0.0528072
HG03673	HG03673	-0.0122401	-0.00515163	-0.0424073	0.0173356	-0.0227749	0.000315523	-0.000756367	-0.0204864	0.0331031	0.0111614
HG03679	HG03679	-0.0100262	-0.00499468	-0.0309649	0.00689609	-0.0407771	-0.00849826	-0.0197819	-0.00774741	-0.00182374	0.0107728
HG03680	HG03680	-0.0102599	-0.0048157	-0.0409965	0.0129238	0.0156462	0.0258937	0.00600163	-0.0215908	0.020315	-0.00830344
HG03681	HG03681	-0.00997214	0.0020849	-0.0366829	0.0197209	-0.0182161	0.0112568	-0.0115956	0.0231823	0.0354682	0.00796635
HG03684	HG03684	-0.0104481	-0.00846729	-0.0351275	0.0182292	0.00358033	0.00324614	0.00063392	0.0407627	0.0186282	-0.00797363
HG03685	HG03685	-0.0105346	-0.00773527	-0.0349868	0.0134265	-0.00427862	-0.00476877	0.0287869	-0.0228474	-0.00991515	-0.0307837
HG03686	HG03686	-0.0115097	-0.0076171	-0.041342	0.0116676	-0.0213025	0.0221386	0.0292994	-0.0315279	0.0496238	0.00525186
HG03687	HG03687	-0.0104991	-0.00909299	-0.0364001	0.011096	0.0202944	0.00937393	0.0082266	-0.0338988	-0.0116334	-0.0279777
HG03689	HG03689	-0.0112495	-0.00113848	-0.0458176	0.0203889	0.00629446	-0.00195165	0.0171506	0.0291431	0.0247311	0.00414829
HG03690	HG03690	-0.0114701	-0.00450812	-0.0436722	0.0138384	0.0213773	0.0105501	0.00781014	-0.0322895	0.00417062	0.0183172
HG03691	HG03691	-0.010587	-0.00284461	-0.033837	0.0191772	0.00563589	0.0128441	0.00193967	0.011951	0.0131763	-0.00951664
HG03692	HG03692	-0.0096533	-0.00898911	-0.0369922	0.0232948	0.00977825	-0.00619124	0.0300245	-0.0192327	0.0355083	-0.0186122
HG03693	HG03693	-0.0111292	-0.000609266	-0.0331543	0.0129196	-0.0332631	0.0275549	0.0101255	0.00105759	0.0110581	-0.030889
HG03694	HG03694	-0.0109058	-0.00545167	-0.0294056	0.0112586	-0.0130442	0.0129092	-0.017787	0.0066992	0.020137	-0.00770577
HG03695	HG03695	-0.0101077	-0.00151883	-0.0440572	0.024073	0.0178695	0.000457001	-0.00777503	0.013732	-0.00103201	-0.02109
HG03696	HG03696	-0.0117407	-0.00630369	-0.0387629	0.0132125	-0.0254111	-0.0117517	-0.0116913	-0.0151909	0.0293092	0.0398726
